replica,match_group_id,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8,in_9,in_10,in_11,in_12,in_13,in_14,in_15,in_16,in_17,in_18,in_19,in_20,in_21,in_22,in_23,in_24,in_25,in_26,in_27,in_28,in_29,in_30,in_31,in_32,in_33,in_34,dept_code_hecho,edad_categoria,edad_categoria_imputed,edad_jep,edad_jep_imputed,etnia,etnia_imputed,is_conflict,is_conflict_imputed,muni_code_hecho,muni_code_hecho_imputed,p_str,p_str_imputed,sexo,sexo_imputed,yy_hecho,yymm_hecho
R1,00052edf411572e2a50685391d81775cec67f186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10-14,FALSE,INFANCIA,FALSE,NARP,TRUE,1,FALSE,17495,FALSE,GUE-FARC,TRUE,MUJER,FALSE,2002,200208
